TIME,GEO,S_ADJ,AGE,UNIT,SEX,Value,Flag and Footnotes
2019M12,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,275",
2019M12,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.7,
2019M12,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,7,
2019M12,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.3,
2019M12,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,7,
2019M12,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.5,
2019M12,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,106,
2019M12,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.7,
2019M12,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,110,
2019M12,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.9,
2019M12,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,198,
2019M12,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4,
2019M12,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,200,
2019M12,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.1,
2019M12,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"4,394",
2019M12,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,13.7,
2019M12,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"4,265",
2019M12,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,13.1,
2019M12,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"5,503",
2019M12,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.4,
2019M12,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"5,755",
2019M12,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.5,
2019M12,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,460",
2019M12,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.1,
2019M12,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,520",
2019M12,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.2,
2020M01,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"14,716",
2020M01,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.9,
2020M01,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"14,049",
2020M01,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.5,
2020M01,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"16,046",
2020M01,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.5,
2020M01,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"15,377",
2020M01,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.2,
2020M01,European Union - 27 countries (2007-2013),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"15,916",
2020M01,European Union - 27 countries (2007-2013),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.5,
2020M01,European Union - 27 countries (2007-2013),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"15,265",
2020M01,European Union - 27 countries (2007-2013),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.2,
2020M01,European Union - 25 countries (2004-2006),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"15,416",
2020M01,European Union - 25 countries (2004-2006),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.6,
2020M01,European Union - 25 countries (2004-2006),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"14,778",
2020M01,European Union - 25 countries (2004-2006),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.3,
2020M01,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"12,701",
2020M01,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.7,
2020M01,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"12,119",
2020M01,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.4,
2020M01,Euro area - 19 countries  (from 2015),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"12,701",
2020M01,Euro area - 19 countries  (from 2015),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.7,
2020M01,Euro area - 19 countries  (from 2015),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"12,119",
2020M01,Euro area - 19 countries  (from 2015),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.4,
2020M01,Euro area - 18 countries (2014),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"12,600",
2020M01,Euro area - 18 countries (2014),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.7,
2020M01,Euro area - 18 countries (2014),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"12,029",
2020M01,Euro area - 18 countries (2014),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.4,
2020M01,Belgium,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,262,
2020M01,Belgium,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.1,
2020M01,Belgium,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,257,
2020M01,Belgium,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.1,
2020M01,Bulgaria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,156,
2020M01,Bulgaria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.8,
2020M01,Bulgaria,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,149,
2020M01,Bulgaria,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.5,
2020M01,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,114,
2020M01,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.1,
2020M01,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,109,
2020M01,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2,
2020M01,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,151,
2020M01,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5,
2020M01,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,148,
2020M01,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.9,
2020M01,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,477",e
2020M01,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.3,e
2020M01,Germany (until 1990 former territory of the FRG),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,497",e
2020M01,Germany (until 1990 former territory of the FRG),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.4,e
2020M01,Estonia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,35,
2020M01,Estonia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.9,
2020M01,Estonia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,34,
2020M01,Estonia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.7,
2020M01,Ireland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,111,
2020M01,Ireland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.5,
2020M01,Ireland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,119,
2020M01,Ireland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.8,
2020M01,Greece,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,801,
2020M01,Greece,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,17.2,
2020M01,Greece,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,759,
2020M01,Greece,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,16.3,
2020M01,Spain,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"3,301",
2020M01,Spain,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,14.4,
2020M01,Spain,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"3,236",
2020M01,Spain,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,14,
2020M01,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"2,525",
2020M01,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,8.5,
2020M01,France,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"2,363",
2020M01,France,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,8,
2020M01,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,130,
